TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE,AREA_PER_ROOM,BATH_PER_BED,TOTAL_ROOMS,SQFT_PER_BED,BATH_ROOM_DIFF,SIZE_CATEGORY
Co-op,13.560619598657233,3,1,2184.207862,New York,"46 Commerce St # 5New York, NY 10014",New York,New York,40.7313539,-74.0050572,436.8415724,0.25,4,546.0519655,-2,Large
Other,12.428820118415677,2,2,800.0,Staten Island,"1100 Clove Rd Unit G0Staten Island, NY 10301",United States,Richmond County,40.6189484,-74.1071576,160.0,0.6666666666666666,4,266.6666666666667,0,Small
House,13.384729180332174,4,1,1152.0,Staten Island,"318 Arthur Kill RdStaten Island, NY 10308",United States,Richmond County,40.5663057,-74.1529549,192.0,0.2,5,230.4,-3,Medium
Co-op,12.923914877701906,1,1,2184.207862,Brooklyn,"8701 Shore Rd Apt 435Brooklyn, NY 11209",New York,Brooklyn,40.6249201,-74.0404698,728.0692873333334,0.5,2,1092.103931,0,Large
Multi-family home,14.316286451937186,9,5,4320.0,Brooklyn,"2331 W 12th StBrooklyn, NY 11223",United States,Kings County,40.5906586,-73.9818321,288.0,0.5,14,432.0,-4,Large
Pending,14.285514812209815,2,2,1100.0,Manhattan,"159 W 24th St Apt 5BManhattan, NY 10011",New York,New York,40.7448219,-73.9944632,220.0,0.6666666666666666,4,366.6666666666667,0,Medium
Co-op,12.691583538230217,2,1,2184.207862,Forest Hills,"67-12 Yellowstone Blvd Unit B1Forest Hills, NY 11375",New York,Queens,40.7280894,-73.8494828,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Contingent,12.524530013005734,2,1,900.0,Staten Island,"177 3rd St Unit 1Staten Island, NY 10306",New York,Staten Island,40.5735927,-74.1200228,225.0,0.3333333333333333,3,300.0,-1,Small
House,13.45883704259595,3,2,1620.0,Bronx,"3610 Corlear AveBronx, NY 10463",United States,Bronx County,40.8844018,-73.9028342,270.0,0.5,5,405.0,-1,Medium
House,13.742940940397677,3,2,2184.207862,Other,"32-16 61st StWoodside, NY 11377",United States,Queens County,40.7555333,-73.9016851,364.0346436666667,0.5,5,546.0519655,-1,Large
Condo,12.84529412258351,1,2,704.0,Bronx,"190 Schofield St Apt 3IBronx, NY 10464",New York,The Bronx,40.845063,-73.783581,176.0,1.0,3,352.0,1,Small
House,13.955273369904273,3,2,1376.0,Brooklyn,"2234 62nd StBrooklyn, NY 11204",United States,Kings County,40.6149237,-73.9789281,229.33333333333334,0.5,5,344.0,-1,Medium
Co-op,13.251440614991951,3,2,1100.0,Other,"98-05 63 Rd Unit 4ERego Park, NY 11374",United States,Queens County,40.7322223,-73.8588845,183.33333333333334,0.5,5,275.0,-1,Medium
House,13.997832948091215,4,3,2052.0,Staten Island,"244 Four Corners RdStaten Island, NY 10304",United States,Richmond County,40.59194,-74.1087406,256.5,0.6,7,410.4,-1,Large
Other,13.710040036256004,3,3,2550.0,Staten Island,"712 Katan AveStaten Island, NY 10312",United States,Richmond County,40.5499354,-74.1709931,364.2857142857143,0.75,6,637.5,0,Large
Condo,13.592367006650065,3,2,1200.0,Bayside,"1412 Bonnie Ln Apt 2Bayside, NY 11360",New York,Queens,40.7859137,-73.7868778,200.0,0.5,5,300.0,-1,Medium
Multi-family home,12.611541086966115,3,4,2184.207862,Brooklyn,"348 Legion StBrooklyn, NY 11212",United States,Kings County,40.6601546,-73.9163716,273.02598275,1.0,7,546.0519655,1,Large
Other,13.527829818844937,4,3,3098.0,Staten Island,"3037 Richmond RdStaten Island, NY 10306",United States,Richmond County,40.5758238,-74.1227343,387.25,0.6,7,619.6,-1,Large
House,13.415032991367148,4,2,1196.0,Staten Island,"416 Colon AveStaten Island, NY 10308",United States,Richmond County,40.5598117,-74.1585168,170.85714285714286,0.4,6,239.2,-2,Medium
Contingent,13.26212705890841,2,1,1200.0,Staten Island,"15 Portland PlStaten Island, NY 10301",United States,Richmond County,40.6337278,-74.0936101,300.0,0.3333333333333333,3,400.0,-1,Medium
Co-op,12.608202196848836,3,1,2184.207862,Brooklyn,"2212 Brigham St Apt 3CBrooklyn, NY 11229",New York,Brooklyn,40.5987787,-73.9350489,436.8415724,0.25,4,546.0519655,-2,Large
House,13.215491177549588,3,4,1440.0,Staten Island,"89 Taft AveStaten Island, NY 10301",United States,Richmond County,40.6409456,-74.0859933,180.0,1.0,7,360.0,1,Medium
Co-op,12.464587201678082,2,1,2184.207862,Other,"84-25 118 St Unit 1BKew Gardens, NY 11418",New York,Queens,40.7041499,-73.83371,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Co-op,12.959846800844963,2,1,2184.207862,Forest Hills,"70-25 Yellowstone Blvd Unit 14XForest Hills, NY 11375",New York,Queens,40.7226099,-73.8495,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.76421831620775,4,2,2200.0,Brooklyn,"68 Schenck AveBrooklyn, NY 11207",United States,Kings County,40.6795412,-73.8904428,314.2857142857143,0.4,6,440.0,-2,Large
Co-op,12.128116509451258,2,1,600.0,New York,"526 W 158th St Apt 64New York, NY 10032",New York,New York,40.833945,-73.9432359,150.0,0.3333333333333333,3,200.0,-1,Small
House,14.339581474269757,4,3,2364.0,Other,"373 Manor RdLittle Neck, NY 11363",United States,Queens County,40.7773521,-73.7464296,295.5,0.6,7,472.8,-1,Large
Multi-family home,13.442998001373553,6,3,2184.207862,Bronx,"262 E 197th StBronx, NY 10458",United States,Bronx County,40.8681745,-73.8897652,218.4207862,0.42857142857142855,9,312.0296945714286,-3,Large
Co-op,12.945628585536271,2,1,2184.207862,Flushing,"150-58 Jewel Ave Unit 75AFlushing, NY 11367",New York,Queens,40.7312799,-73.8192399,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.99699926803766,4,2,2184.207862,Brooklyn,"4193 Ocean AveBrooklyn, NY 11235",United States,Kings County,40.5783044,-73.9471644,312.0296945714286,0.4,6,436.8415724,-2,Large
House,14.580978865220017,4,2,2184.207862,Brooklyn,"153 Jaffrey StBrooklyn, NY 11235",United States,Kings County,40.5790771,-73.9425262,312.0296945714286,0.4,6,436.8415724,-2,Large
House,13.70903942580019,3,4,2208.0,Staten Island,"82 Mulberry AveStaten Island, NY 10314",United States,Richmond County,40.5955552,-74.1677939,276.0,1.0,7,552.0,1,Large
House,13.42246945133505,3,2,2184.207862,Other,"102-26 213th StQueens Village, NY 11429",United States,Queens County,40.7121557,-73.7452804,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,13.681980308196241,2,1,2184.207862,New York,"20 E 35th St Apt 3DNew York, NY 10016",New York,New York,40.748098,-73.9824791,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.70903942580019,2,1,1130.0,New York,"529 W 42nd St Apt 6LNew York, NY 10036",New York,New York,40.7604194,-73.9968086,282.5,0.3333333333333333,3,376.6666666666667,-1,Medium
Co-op,12.296831574998258,2,1,2184.207862,Other,"8377 Woodhaven Blvd Apt 2BWoodhaven, NY 11421",New York,Queens,40.6999899,-73.8539,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Co-op,11.695255355062795,2,1,600.0,Bronx,"2962 Decatur Ave Apt 1CBronx, NY 10458",New York,The Bronx,40.8683656,-73.8832093,150.0,0.3333333333333333,3,200.0,-1,Small
Condo,13.060490101343552,2,1,2184.207862,New York,"581 Academy St Apt 1GNew York, NY 10034",New York,New York,40.8640024,-73.9231918,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Co-op,12.34148164933907,2,1,950.0,Bronx,"4315 Webster Ave Apt 3LBronx, NY 10470",New York,The Bronx,40.8995193,-73.8623678,237.5,0.3333333333333333,3,316.6666666666667,-1,Small
Pending,13.99699926803766,5,4,2184.207862,Other,"116 Audley StKew Gardens, NY 11415",United States,Queens County,40.7090268,-73.8335998,218.4207862,0.6666666666666666,9,364.0346436666667,-1,Large
Multi-family home,14.21964211061582,9,8,2961.0,Brooklyn,"3812 Cypress AveBrooklyn, NY 11224",United States,Kings County,40.5784148,-74.0064631,164.5,0.8,17,296.1,-1,Large
Condo,14.508658238524095,4,3,2000.0,New York,"411 E 53rd St # 4HJNew York, NY 10022",New York,New York,40.7557937,-73.9642805,250.0,0.6,7,400.0,-1,Medium
House,13.217675375388819,3,2,2184.207862,Other,"156-23 88th StHoward Beach, NY 11414",United States,Queens County,40.6628113,-73.8453503,364.0346436666667,0.5,5,546.0519655,-1,Large
Pending,13.120363378739663,3,1,1176.0,Staten Island,"161 Greenleaf AveStaten Island, NY 10310",United States,Richmond County,40.6265387,-74.1263932,235.2,0.25,4,294.0,-2,Medium
Multi-family home,13.592368256649284,6,3,2202.0,Bronx,"860 E 232nd StBronx, NY 10466",United States,Bronx County,40.8909806,-73.8528183,220.2,0.42857142857142855,9,314.57142857142856,-3,Large
Co-op,12.384223015005313,2,1,798.0,Other,"155-07 86th St Unit 102Howard Beach, NY 11414",New York,Queens,40.6649999,-73.84857,199.5,0.3333333333333333,3,266.0,-1,Small
House,13.422467969854667,3,2,1440.0,Staten Island,"107 Salamander CtStaten Island, NY 10309",United States,Richmond County,40.5394128,-74.2228391,240.0,0.5,5,360.0,-1,Medium
Townhouse,16.454567959008102,5,2,7200.0,Brooklyn,"38 Monroe PlBrooklyn, NY 11201",United States,Kings County,40.6958593,-73.9925234,900.0,0.3333333333333333,7,1200.0,-3,Luxury
House,14.02089820202114,3,2,950.0,Flushing,"154-69 26th AveFlushing, NY 11354",United States,Queens County,40.7739766,-73.8070988,158.33333333333334,0.5,5,237.5,-1,Small
Condo,13.68767832281738,4,4,2400.0,Other,"120-10 Ketch Ct Unit 34College Point, NY 11356",United States,Queens County,40.7934553,-73.8471618,266.6666666666667,0.8,8,480.0,0,Large
Co-op,12.820958239611405,2,2,2184.207862,Other,"98-120 Queens Blvd Unit 6KRego Park, NY 11374",New York,Queens,40.726843,-73.85458,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Co-op,13.122365377402328,2,2,2184.207862,New York,"465 Park Ave Unit 34ENew York, NY 10022",New York,New York,40.7616461,-73.9701294,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Multi-family home,13.120363378739663,4,3,2184.207862,Other,"205-05 Jamaica AveHollis, NY 11423",United States,Queens County,40.713904,-73.754948,273.02598275,0.6,7,436.8415724,-1,Large
House,14.913752444708727,5,2,3800.0,Bayside,"28-05 216th StBayside, NY 11360",United States,Queens County,40.7782443,-73.7706926,475.0,0.3333333333333333,7,633.3333333333334,-3,Large
Co-op,12.077386637902128,2,1,850.0,Bronx,"60 Knolls Cres Apt 8MBronx, NY 10463",New York,The Bronx,40.879078,-73.9175196,212.5,0.3333333333333333,3,283.3333333333333,-1,Small
Multi-family home,13.120363378739663,3,2,1445.0,Staten Island,"32 Barker StStaten Island, NY 10310",10310,New York,40.6365321,-74.1218622,240.83333333333334,0.5,5,361.25,-1,Medium
Multi-family home,13.710123375284219,6,3,1952.0,Bronx,"861 E 231st StBronx, NY 10466",United States,Bronx County,40.8906352,-73.853094,195.2,0.42857142857142855,9,278.85714285714283,-3,Medium
House,14.20349103015724,4,2,2050.0,Forest Hills,"71-28 Manse StForest Hills, NY 11375",United States,Queens County,40.7114417,-73.8490778,292.85714285714283,0.4,6,410.0,-2,Large
House,14.827111833279051,6,5,6300.0,Staten Island,"79 Grandview TerStaten Island, NY 10308",United States,Richmond County,40.5462525,-74.1481727,525.0,0.7142857142857143,11,900.0,-1,Luxury
House,15.20155513789144,3,2,3428.0,Brooklyn,"7923 11th AveBrooklyn, NY 11228",United States,Kings County,40.6201406,-74.014486,571.3333333333334,0.5,5,857.0,-1,Large
House,14.06860196204365,4,2,1700.0,Other,"76-66 174th StFresh Meadows, NY 11366",United States,Queens County,40.7248068,-73.7953763,242.85714285714286,0.4,6,340.0,-2,Medium
Other,13.120363378739663,4,2,1428.0,Brooklyn,"719 Vermont StBrooklyn, NY 11207",United States,Kings County,40.6618245,-73.890638,204.0,0.4,6,285.6,-2,Medium
House,13.804450621726684,4,4,2400.0,Staten Island,"70 Weed AveStaten Island, NY 10306",United States,Richmond County,40.5657552,-74.1051158,266.6666666666667,0.8,8,480.0,0,Large
House,13.384729180332174,3,2,2184.207862,Staten Island,"827 Richmond RdStaten Island, NY 10304",United States,Richmond County,40.6071254,-74.0925892,364.0346436666667,0.5,5,546.0519655,-1,Large
Contingent,14.508657738524219,4,4,4803.0,Staten Island,"181 Androvette AveStaten Island, NY 10312",United States,Richmond County,40.5268622,-74.189752,533.6666666666666,0.8,8,960.6,0,Large
Townhouse,15.605602137036527,4,4,3750.0,New York,"96 Bank StNew York, NY 10014",United States,New York County,40.7363228,-74.0064402,416.6666666666667,0.8,8,750.0,0,Large
Co-op,14.026582337760486,3,2,2184.207862,Bronx,"2501 Palisade Ave Apt D2Bronx, NY 10463",New York,The Bronx,40.8799728,-73.9221419,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,13.573440270649085,1,1,2184.207862,New York,"10 Park Ave Unit 10KNew York, NY 10016",New York,New York,40.7473555,-73.9813841,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,13.527829818844937,3,2,1750.0,New York,"870 Riverside Dr Apt 5DNew York, NY 10032",New York,New York,40.8368955,-73.9465033,291.6666666666667,0.5,5,437.5,-1,Medium
Multi-family home,14.151983508870947,3,3,2184.207862,Other,"25-01 23rd AveLong Island City, NY 11105",United States,Queens County,40.7770879,-73.9162687,312.0296945714286,0.75,6,546.0519655,0,Large
Multi-family home,13.670485941982712,6,3,2464.0,Bronx,"910 Revere AveBronx, NY 10465",United States,Bronx County,40.8297242,-73.8263414,246.4,0.42857142857142855,9,352.0,-3,Large
Co-op,12.688501881189456,1,1,2184.207862,Queens,"35-31 85th St Unit 7FQueens, NY 11372",United States,Queens County,40.7512505,-73.8814433,728.0692873333334,0.5,2,1092.103931,0,Large
House,13.910821646859095,3,4,3750.0,Staten Island,"7126 Amboy RdStaten Island, NY 10307",United States,Richmond County,40.5136885,-74.2364803,468.75,1.0,7,937.5,1,Large
Multi-family home,14.646243837206535,3,7,2184.207862,Brooklyn,"4415 Atlantic AveBrooklyn, NY 11224",United States,Kings County,40.5757955,-74.009975,198.5643510909091,1.75,10,546.0519655,4,Large
House,16.007164201982874,4,2,2570.0,Brooklyn,"69 Orange StBrooklyn, NY 11201",United States,Kings County,40.6990407,-73.9929045,367.14285714285717,0.4,6,514.0,-2,Large
Multi-family home,14.114791848631727,3,4,2450.0,Staten Island,"252 Ionia AveStaten Island, NY 10312",United States,Richmond County,40.5430335,-74.182131,306.25,1.0,7,612.5,1,Large
Co-op,12.301387370778713,2,1,850.0,Bronx,"5620 Netherland Ave Apt 3GBronx, NY 10471",New York,The Bronx,40.9049354,-73.9060897,212.5,0.3333333333333333,3,283.3333333333333,-1,Small
Co-op,12.128116509451258,1,1,2184.207862,Brooklyn,"789 Macdonough St Apt 4GBrooklyn, NY 11233",New York,Brooklyn,40.684563,-73.914482,728.0692873333334,0.5,2,1092.103931,0,Large
House,13.120363378739663,2,2,1350.0,Bronx,"514 E 235th StBronx, NY 10470",United States,Bronx County,40.8978428,-73.8633611,270.0,0.6666666666666666,4,450.0,0,Medium
Multi-family home,13.815510557964274,4,3,1980.0,Brooklyn,"362 90th StBrooklyn, NY 11209",United States,Kings County,40.620076,-74.0306109,247.5,0.6,7,396.0,-1,Medium
Townhouse,15.423948170264971,2,2,2000.0,New York,"51 Barrow StNew York, NY 10014",United States,New York County,40.7319679,-74.0043858,400.0,0.6666666666666666,4,666.6666666666666,0,Medium
Pending,13.45883704259595,2,1,2184.207862,New York,"248 E 7th St # 9/10New York, NY 10009",United States,New York County,40.7235651,-73.9781799,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.981025843899115,4,4,1820.0,Other,"45-33 Zion StLittle Neck, NY 11362",United States,Queens County,40.7668584,-73.7375575,202.22222222222223,0.8,8,364.0,0,Medium
Condo,13.31957518872681,2,2,2184.207862,Flushing,"132-03 Sanford Ave Unit 3HFlushing, NY 11355",New York,Queens,40.7550154,-73.8329807,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Co-op,12.429220196836383,2,1,950.0,Brooklyn,"2525 W 2nd St Apt 2EBrooklyn, NY 11223",New York,Brooklyn,40.5875717,-73.9712821,237.5,0.3333333333333333,3,316.6666666666667,-1,Small
House,13.442998001373553,3,2,2184.207862,Other,"111-45 120th StSouth Ozone Park, NY 11420",United States,Queens County,40.6794706,-73.8195636,364.0346436666667,0.5,5,546.0519655,-1,Large
Multi-family home,13.279368835614243,4,2,2184.207862,Other,"12-86 Augustina AveFar Rockaway, NY 11691",United States,Queens County,40.6082787,-73.7495095,312.0296945714286,0.4,6,436.8415724,-2,Large
Condo,11.603688960617083,3,1,550.0,Staten Island,"1000 Clove Rd Apt 9FStaten Island, NY 10301",New York,Staten Island,40.6202645,-74.1099106,110.0,0.25,4,137.5,-2,Small
Co-op,12.608202196848836,3,1,640.0,New York,"410 E 57th St Apt 8BNew York, NY 10022",New York,New York,40.7578323,-73.9624557,128.0,0.25,4,160.0,-2,Small
House,13.81049902116535,3,2,1987.0,Staten Island,"23 Howard AveStaten Island, NY 10301",United States,Richmond County,40.6293682,-74.0870368,331.1666666666667,0.5,5,496.75,-1,Medium
Multi-family home,14.22030944419592,6,2,3144.0,Brooklyn,"338 77th StBrooklyn, NY 11209",United States,Kings County,40.629498,-74.02725,349.3333333333333,0.2857142857142857,8,449.14285714285717,-4,Large
Co-op,12.608202196848836,2,1,2184.207862,Flushing,"193-15 37 Ave Unit 177Flushing, NY 11358",New York,Queens,40.7626299,-73.78916,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Co-op,12.53897064502647,3,1,550.0,New York,"57 Park Terrace Ter W Unit 3FNew York, NY 10034",New York,New York,40.8712698,-73.9178529,110.0,0.25,4,137.5,-2,Small
House,12.367345048436391,3,2,2184.207862,Other,"131-16 115 AveSouth Ozone Park, NY 11420",United States,Queens County,40.6797652,-73.8091668,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,16.700311326676903,6,4,2184.207862,Manhattan,"41 Central Park W Unit 11AManhattan, NY 10023",New York,New York,40.7713789,-73.9798579,198.5643510909091,0.5714285714285714,10,312.0296945714286,-2,Large
Townhouse,13.76421831620775,5,3,2288.0,Brooklyn,"914 Pine StBrooklyn, NY 11208",United States,Kings County,40.6626245,-73.8680207,254.22222222222223,0.5,8,381.3333333333333,-2,Large
House,13.663525365110068,2,2,950.0,Flushing,"149-47 26th AveFlushing, NY 11354",United States,Queens County,40.7746518,-73.81583,190.0,0.6666666666666666,4,316.6666666666667,0,Small
House,14.508158113732536,5,4,2000.0,Queens,"34-51 74th StQueens, NY 11372",United States,Queens County,40.7518706,-73.8922741,200.0,0.6666666666666666,9,333.3333333333333,-1,Medium
Multi-family home,14.19318574510422,8,2,2988.0,Other,"86-84 188th StHollis, NY 11423",United States,Queens County,40.718209,-73.775417,271.6363636363636,0.2222222222222222,10,332.0,-6,Large
House,13.384729180332174,5,3,2184.207862,Brooklyn,"36A Rochester AveBrooklyn, NY 11233",United States,Kings County,40.677921,-73.9277691,242.68976244444445,0.5,8,364.0346436666667,-2,Large
House,13.910821646859095,4,3,1400.0,Brooklyn,"7619 10th AveBrooklyn, NY 11228",United States,Kings County,40.6231568,-74.0148411,175.0,0.6,7,280.0,-1,Medium
Condo,13.079249174447126,1,1,554.0,Other,"65-18 Austin St Unit 2CRego Park, NY 11374",New York,Queens,40.7259759,-73.8599803,184.66666666666666,0.5,2,277.0,0,Small
Condo,14.843343022353025,2,2,965.0,New York,"25 Fifth Ave Unit 5BNew York, NY 10003",10003,New York,40.735321,-73.9941315,193.0,0.6666666666666666,4,321.6666666666667,0,Small
Multi-family home,13.235693848424024,5,2,2624.0,Staten Island,"45 St Pauls AveStaten Island, NY 10301",United States,Richmond County,40.6366099,-74.0778245,328.0,0.3333333333333333,7,437.3333333333333,-3,Large
Multi-family home,13.673948145715556,3,4,2024.0,Staten Island,"108 Dutchess AveStaten Island, NY 10304",United States,Richmond County,40.5963657,-74.0997473,253.0,1.0,7,506.0,1,Large
House,13.81451105863119,3,2,2184.207862,Flushing,"196-11 45th AveFlushing, NY 11358",United States,Queens County,40.7562931,-73.7849475,364.0346436666667,0.5,5,546.0519655,-1,Large
Multi-family home,14.279245203127035,5,6,2184.207862,Queens,"149-43 Hawtree StQueens, NY 11417",11417,New York,40.6729954,-73.8373187,182.01732183333334,1.0,11,364.0346436666667,1,Large
